name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,videoId,customerFavourite,marketingLabel,bottomBadges,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,fpacPriceMax,fpacPriceMin,fpacCoupon,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,channelMessage,upperLeftBadge,imagesInfo.colorizedImageId,ppShotType,product_url,date_scraped,search_term
Diamond Cut Womens Sterling Silver 57mm Hoop Earrings,ppr5008231044,,,187.49,187.49,374.98,374.98,SALE,False,False,,False,,,False,original,False,True,"['Features: Nickel Free, Quick Ship', 'Earring Back: Hinged', 'Metal Color: White', 'Earring Length: 57mm', 'Earring Width: 3mm']",0.0,0.0,SALE,False,False,29074900018,USD,more brands,,/p/diamond-cut-womens-sterling-silver-57mm-hoop-earrings/ppr5008231044?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,290,True,149.99,149.99,STAYWARM,False,False,2022-05-04T07:03:15,DP0522202307071299M.tif,DP0522202307071403M.tif,available online only,,,,https://www.jcpenney.com/p/diamond-cut-womens-sterling-silver-57mm-hoop-earrings/ppr5008231044?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
1/2 CT. T.W. Natural White Diamond Sterling Silver 11.8mm Stud Earrings,ppr5007853162,,,802.07,802.07,1145.81,1145.81,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: I3', 'Earring Back: Post', 'Setting: Nick', 'Shape: Spiral']",0.0,0.0,SALE,False,False,29394760018,USD,more brands,"[{'colorName': 'Sterling Silver', 'swatchImageId': 'DP0315202507103644S.tif', 'colorizedImageId': 'DP0222201915042848M.tif', 'colorSeqNum': 1, 'skuId': '29394760018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0222201915042862M.tif', 'colorSeq': 1}, {'imgId': 'DP0607201911021925M.tif', 'colorSeq': 2}, {'imgId': 'DP0222201915042852M.tif', 'colorSeq': 3}]}]",/p/1-2-ct-tw-natural-white-diamond-sterling-silver-118mm-stud-earrings/ppr5007853162?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,641.65,641.65,STAYWARM,False,False,2019-02-23T00:00:00,DP0222201915042848M.tif,DP0222201915042862M.tif,available online only,,,,https://www.jcpenney.com/p/1-2-ct-tw-natural-white-diamond-sterling-silver-118mm-stud-earrings/ppr5007853162?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/2 CT. T.W. Lab Grown White Diamond Sterling Silver 19.4mm Hoop Earrings,ppr5008505158,,,262.49,262.49,374.98,374.98,SALE,False,False,,False,,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: Quick Ship', 'Diamond Clarity: I2', 'Earring Back: Post', 'Setting: Prong']",0.0,0.0,SALE,False,False,29305250018,USD,more brands,,/p/womens-1-2-ct-tw-lab-grown-white-diamond-sterling-silver-194mm-hoop-earrings/ppr5008505158?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,209.99,209.99,STAYWARM,False,False,2025-01-08T07:07:18,DP1221202407050740M.tif,DP1221202407050945M.tif,available online only,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/womens-1-2-ct-tw-lab-grown-white-diamond-sterling-silver-194mm-hoop-earrings/ppr5008505158?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Diamond Addiction (G-H / Si2-I1) Womens 1/10 CT. T.W. Lab Grown White Diamond 14K Gold Over Silver Sterling Silver 30mm Hoop Earrings,ppr5008395080,,,166.65,166.65,270.82,270.82,SALE,False,False,,False,,"[{'name': 'Shop the Collection', 'priority': 1, 'urlParam': 'collection'}]",False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: Si2-I1', 'Earring Back: Friction', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29326030026,USD,more brands,,/p/diamond-addiction-g-h-si2-i1-womens-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-sterling-silver-30mm-hoop-earrings/ppr5008395080?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,133.32,133.32,STAYWARM,False,False,2023-11-16T22:02:41,DP1116202307182787M.tif,DP0703202407050536M.tif,,,,,https://www.jcpenney.com/p/diamond-addiction-g-h-si2-i1-womens-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-sterling-silver-30mm-hoop-earrings/ppr5008395080?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Heart-Shaped Genuine White Topaz and Diamond-Accent Claddagh Earrings,pp5005900160,5.0,2.0,72.91,72.91,104.15,104.15,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Earring Back: Wire', 'Setting: Multi-Setting', 'Shape: Heart', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,26730400018,USD,more brands,"[{'colorName': 'White', 'swatchImageId': 'DP1115202411192059S.tif', 'colorizedImageId': 'DP1209201909004660M.tif', 'colorSeqNum': 1, 'skuId': '26730400018', 'defaultSwatch': False}]",/p/heart-shaped-genuine-white-topaz-and-diamond-accent-claddagh-earrings/pp5005900160?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,267,True,58.32,58.32,STAYWARM,False,False,2015-07-29T00:00:00,DP1209201909004660M.tif,,available online only,,,,https://www.jcpenney.com/p/heart-shaped-genuine-white-topaz-and-diamond-accent-claddagh-earrings/pp5005900160?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/2 CT. T.W. Natural White Diamond Sterling Silver Pear Drop Earrings,ppr5008284079,,,437.49,437.49,624.98,624.98,SALE,False,False,,False,,,False,original,False,True,"['Diamond Clarity: I3', 'Earring Back: Friction', 'Setting: Multi-Setting', 'Shape: Pear', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29320410026,USD,more brands,,/p/womens-1-2-ct-tw-natural-white-diamond-sterling-silver-pear-drop-earrings/ppr5008284079?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,349.99,349.99,STAYWARM,False,False,2022-11-02T22:04:27,DP1102202209180279M.tif,DP1102202209180388M.tif,,,,,https://www.jcpenney.com/p/womens-1-2-ct-tw-natural-white-diamond-sterling-silver-pear-drop-earrings/ppr5008284079?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/2 CT. T.W. Natural White Diamond Sterling Silver 27.5mm Hoop Earrings,ppr5007801374,,,324.98,324.98,324.98,324.98,ORIGINAL,False,False,,False,,,False,original,False,True,"['Diamond Clarity: I3', 'Earring Back: Hinged', 'Setting: Nick', 'Stone Cut: Round', 'Diamond Color: I-J']",0.0,0.0,ORIGINAL,False,False,29381710018,USD,more brands,,/p/womens-1-2-ct-tw-natural-white-diamond-sterling-silver-275mm-hoop-earrings/ppr5007801374?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,259.98,259.98,STAYWARM,False,False,2018-10-17T00:00:00,DP1030201809021346M.tif,DP0523202417273051M.tif,,,,,https://www.jcpenney.com/p/womens-1-2-ct-tw-natural-white-diamond-sterling-silver-275mm-hoop-earrings/ppr5007801374?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
(H-I / Si1) Womens 1/4 CT. T.W. Lab Grown White Diamond 14K Gold Over Silver Drop Earrings,ppr5008604850,,,166.65,166.65,270.82,270.82,SALE,False,False,,False,,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Diamond Clarity: Si1', 'Earring Back: Friction', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29355990018,USD,more brands,"[{'colorName': 'Yellow', 'swatchImageId': 'DP1009202511172721S.tif', 'colorizedImageId': 'DP1009202511172303M.tif', 'colorSeqNum': 1, 'skuId': '29355990018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1009202511172616M.tif', 'colorSeq': 0}, {'imgId': 'DP1009202511172407M.tif', 'colorSeq': 1}, {'imgId': 'DP1009202511172512M.tif', 'colorSeq': 2}]}]",/p/h-i-si1-womens-1-4-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-drop-earrings/ppr5008604850?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,133.32,133.32,STAYWARM,False,False,2025-10-22T13:04:27,DP1009202511172303M.tif,DP1009202511172616M.tif,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}]",,,https://www.jcpenney.com/p/h-i-si1-womens-1-4-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-drop-earrings/ppr5008604850?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
TruMiracle® 1/4 CT.T.W. Natural Round Diamond Sterling SIlver Stud Earrings,ppr5007267684,,,227.49,227.49,324.98,324.98,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: I2-I3', 'Earring Back: Friction', 'Setting: Nick', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29380380018,USD,trumiracle,"[{'colorName': 'Sterling Silver', 'swatchImageId': 'DP0315202507095281S.tif', 'colorizedImageId': 'DP0518201717070462M.tif', 'colorSeqNum': 1, 'skuId': '29380380018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0523202417255466M.tif', 'colorSeq': 0}]}]",/p/trumiracle-1-4-cttw-natural-round-diamond-sterling-silver-stud-earrings/ppr5007267684?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,181.99,181.99,STAYWARM,False,False,2017-07-26T00:00:00,DP0518201717070462M.tif,DP0523202417255466M.tif,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/trumiracle-1-4-cttw-natural-round-diamond-sterling-silver-stud-earrings/ppr5007267684?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
1/4 CT. T.W. Natural White Diamond Sterling Silver 8.4mm Heart Stud Earrings,ppr5007853176,,,437.49,437.49,624.98,624.98,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: I3', 'Earring Back: Post', 'Setting: Nick', 'Shape: Heart']",0.0,0.0,SALE,False,False,29394870018,USD,more brands,"[{'colorName': 'Sterling Silver', 'swatchImageId': 'DP0315202507104370S.tif', 'colorizedImageId': 'DP0222201915043008M.tif', 'colorSeqNum': 1, 'skuId': '29394870018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0222201915043022M.tif', 'colorSeq': 1}, {'imgId': 'DP0607201911022002M.tif', 'colorSeq': 2}, {'imgId': 'DP0222201915043013M.tif', 'colorSeq': 3}]}]",/p/1-4-ct-tw-natural-white-diamond-sterling-silver-84mm-heart-stud-earrings/ppr5007853176?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,349.99,349.99,STAYWARM,False,False,2019-02-23T00:00:00,DP0222201915043008M.tif,DP0222201915043022M.tif,available online only,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/1-4-ct-tw-natural-white-diamond-sterling-silver-84mm-heart-stud-earrings/ppr5007853176?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens Diamond Accent Genuine Black Onyx Sterling Silver Drop Earrings,ppr5008252172,,,335.41,335.41,479.15,479.15,SALE,False,False,,False,,"[{'name': 'Shop the Collection', 'priority': 1, 'urlParam': 'collection'}]",False,original,False,True,"['Features: Nickel Free, Quick Ship', 'Diamond Clarity: I2-I3', 'Earring Back: Post', 'Setting: Prong', 'Stone Cut: Cushion']",0.0,0.0,SALE,False,False,26161520018,USD,more brands,,/p/womens-diamond-accent-genuine-black-onyx-sterling-silver-drop-earrings/ppr5008252172?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,261,True,268.32,268.32,STAYWARM,False,False,2022-06-13T22:05:15,DP0613202211034094M.tif,DP0613202211034609M.tif,available online only,,,,https://www.jcpenney.com/p/womens-diamond-accent-genuine-black-onyx-sterling-silver-drop-earrings/ppr5008252172?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Diamond Addiction (G-H / Si2-I1) C-Hoop Womens 1/10 CT. T.W. Lab Grown White Diamond 14K Gold Over Silver 14mm Heart Hoop Earrings,ppr5008418236,5.0,1.0,116.65,116.65,187.48,187.48,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: Si2-I1', 'Earring Back: Friction', 'Setting: Prong', 'Shape: Heart']",0.0,0.0,SALE,False,False,29348120026,USD,more brands,,/p/diamond-addiction-g-h-si2-i1-c-hoop-womens-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-14mm-heart-hoop-earrings/ppr5008418236?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,93.32,93.32,STAYWARM,False,False,2024-02-15T11:03:53,DP0703202407054824M.tif,DP0703202407054926M.tif,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/diamond-addiction-g-h-si2-i1-c-hoop-womens-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-14mm-heart-hoop-earrings/ppr5008418236?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/2 CT. T.W. Lab Grown White Diamond Sterling Silver 14.4mm Hoop Earrings,ppr5008505159,,,262.49,262.49,374.98,374.98,SALE,False,False,,False,,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: Quick Ship', 'Diamond Clarity: I2', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29305260018,USD,more brands,,/p/womens-1-2-ct-tw-lab-grown-white-diamond-sterling-silver-144mm-hoop-earrings/ppr5008505159?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,209.99,209.99,STAYWARM,False,False,2025-01-08T07:07:24,DP1221202407051249M.tif,DP1221202407051453M.tif,available online only,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/womens-1-2-ct-tw-lab-grown-white-diamond-sterling-silver-144mm-hoop-earrings/ppr5008505159?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Limited Quantities! 1/10 CT. T.W. Lab Grown White Diamond Sterling Silver 10.2mm Stud Earrings,ppr5008643116,,,266.41,266.41,266.41,266.41,ORIGINAL,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: Si1-Si2', 'Earring Back: Friction', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,ORIGINAL,False,False,23701510174,USD,more brands,"[{'colorName': 'Sterling Silver', 'swatchImageId': 'DP1205202507090462S.tif', 'colorizedImageId': 'DP1205202507090044M.tif', 'colorSeqNum': 1, 'skuId': '23701510174', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1205202507090358M.tif', 'colorSeq': 0}, {'imgId': 'DP1205202507090149M.tif', 'colorSeq': 1}, {'imgId': 'DP1205202507090253M.tif', 'colorSeq': 2}]}]",/p/limited-quantities-1-10-ct-tw-lab-grown-white-diamond-sterling-silver-102mm-stud-earrings/ppr5008643116?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,237,True,213.12,213.12,STAYWARM,False,False,2025-12-06T03:12:00,DP1205202507090044M.tif,DP1205202507090358M.tif,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}]",,,https://www.jcpenney.com/p/limited-quantities-1-10-ct-tw-lab-grown-white-diamond-sterling-silver-102mm-stud-earrings/ppr5008643116?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/2 CT. T.W. Natural White Diamond 14K Gold Over Silver 23.8mm Hoop Earrings,ppr5007911448,,,153.84,153.84,374.98,374.98,SALE,False,False,,False,SPECIAL DEAL!,,False,original,False,True,"['Diamond Clarity: I3', 'Earring Back: Hinged', 'Setting: Prong', 'Stone Cut: Round', 'Diamond Color: I-J']",0.0,0.0,SALE,False,False,29388120018,USD,more brands,,/p/womens-1-2-ct-tw-natural-white-diamond-14k-gold-over-silver-238mm-hoop-earrings/ppr5007911448?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,123.07,123.07,STAYWARM,False,False,2019-09-05T22:02:05,DP0905201917005387M.tif,DP0905201917005390M.tif,,,,,https://www.jcpenney.com/p/womens-1-2-ct-tw-natural-white-diamond-14k-gold-over-silver-238mm-hoop-earrings/ppr5007911448?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
(Gh / Si2 I1) Womens 1/10 CT. T.W. Lab Grown White Diamond 14K Gold Over Silver Drop Earrings,ppr5008534459,,,116.65,116.65,187.48,187.48,SALE,False,False,,False,,,False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: Si2-I1', 'Earring Back: Friction', 'Setting: Nick', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29307040018,USD,more brands,"[{'colorName': 'Yellow', 'swatchImageId': 'DP0602202509032247S.tif', 'colorizedImageId': 'DP0602202509031830M.tif', 'colorSeqNum': 1, 'skuId': '29307040018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0602202509032142M.tif', 'colorSeq': 0}, {'imgId': 'DP0602202509031934M.tif', 'colorSeq': 1}, {'imgId': 'DP0602202509032038M.tif', 'colorSeq': 2}]}]",/p/gh-si2-i1-womens-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-drop-earrings/ppr5008534459?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,93.32,93.32,STAYWARM,False,False,2025-06-03T11:03:47,DP0602202509031830M.tif,DP0602202509032142M.tif,,,,,https://www.jcpenney.com/p/gh-si2-i1-womens-1-10-ct-tw-lab-grown-white-diamond-14k-gold-over-silver-drop-earrings/ppr5008534459?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/2 CT. T.W. Lab Grown White Diamond Sterling Silver 21mm Hoop Earrings,ppr5008333844,,,249.98,249.98,499.98,499.98,SALE,False,False,,False,BONUS BUY!,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Diamond Clarity: I2-I3', 'Earring Back: Hinged', 'Setting: Prong', 'Stone Cut: Round']",0.0,0.0,SALE,False,False,29321690026,USD,more brands,,/p/womens-1-2-ct-tw-lab-grown-white-diamond-sterling-silver-21mm-hoop-earrings/ppr5008333844?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,199.98,199.98,STAYWARM,False,False,2023-03-14T22:06:41,DP0314202307372536M.tif,DP0314202307372847M.tif,,,,,https://www.jcpenney.com/p/womens-1-2-ct-tw-lab-grown-white-diamond-sterling-silver-21mm-hoop-earrings/ppr5008333844?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Diamond Addiction (G-H / I1-I2) Womens 1/10 CT. T.W. Lab Grown White Diamond Sterling Silver 14mm Hoop Earrings,ppr5008443420,,,116.65,116.65,187.48,187.48,SALE,False,False,,False,,,False,original,False,True,"['# Pieces In Set: 1 Pair', 'Features: Quick Ship', 'Diamond Clarity: I1-I2', 'Earring Back: Friction', 'Setting: Prong']",0.0,0.0,SALE,False,False,29368900018,USD,more brands,,/p/diamond-addiction-g-h-i1-i2-womens-1-10-ct-tw-lab-grown-white-diamond-sterling-silver-14mm-hoop-earrings/ppr5008443420?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,93.32,93.32,STAYWARM,False,False,2024-06-14T13:02:10,DP0430202407212262M.tif,DP0430202407212568M.tif,,,,,https://www.jcpenney.com/p/diamond-addiction-g-h-i1-i2-womens-1-10-ct-tw-lab-grown-white-diamond-sterling-silver-14mm-hoop-earrings/ppr5008443420?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Diamond Fascination™ 14K Yellow Gold Open Geometric Drop Earrings,pp5005010165,,,699.98,699.98,699.98,699.98,ORIGINAL,False,False,,False,,,False,original,False,True,"['Features: Quick Ship, In A Gift Box', 'Earring Back: Wire', 'Metal Color: Yellow', 'Earring Length: 40.8mm', 'Earring Width: 14.6mm']",0.0,0.0,ORIGINAL,False,False,28425780000,USD,more brands,"[{'colorName': 'Various', 'swatchImageId': 'DP1211201907033929S.tif', 'colorizedImageId': 'DP1211201907033926M.tif', 'colorSeqNum': 1, 'skuId': '28425780000', 'defaultSwatch': False}]",/p/diamond-fascination-14k-yellow-gold-open-geometric-drop-earrings/pp5005010165?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,284,True,559.98,559.98,STAYWARM,False,False,2015-01-27T00:00:00,DP1211201907033926M.tif,,available online only,,,,https://www.jcpenney.com/p/diamond-fascination-14k-yellow-gold-open-geometric-drop-earrings/pp5005010165?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens Diamond Accent Natural White Diamond 10K Gold Over Silver Drop Earrings,ppr5007247395,,,145.82,145.82,208.32,208.32,SALE,False,False,,False,,,False,original,False,True,"['Diamond Clarity: I3', 'Earring Back: Friction', 'Setting: Prong', 'Stone Cut: Round', 'Diamond Color: J-K']",0.0,0.0,SALE,False,False,29348850018,USD,more brands,,/p/womens-diamond-accent-natural-white-diamond-10k-gold-over-silver-drop-earrings/ppr5007247395?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,116.65,116.65,STAYWARM,False,False,2017-04-11T00:00:00,DP0329201718215092M.tif,DP0329201718215095M.tif,available online only,,,,https://www.jcpenney.com/p/womens-diamond-accent-natural-white-diamond-10k-gold-over-silver-drop-earrings/ppr5007247395?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Sparkle Allure White Diamond Accent 12.9mm Bar Stud Earrings,ppr5008379433,,,60.0,60.0,60.0,60.0,ORIGINAL,False,False,,False,,,False,original,False,True,"['Included: 1 Pair of Earrings', 'Earring Back: Post', 'Shape: Bar', 'Stone Cut: Round', 'Stone Millimeter Measurement: 1 Mm Width, 1 Mm Length']",0.0,0.0,ORIGINAL,False,False,05899010018,USD,sparkle allure,,/p/sparkle-allure-white-diamond-accent-129mm-bar-stud-earrings/ppr5008379433?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,058,True,30.0,30.0,1FASHION,False,False,2023-07-24T11:04:45,DP0712202313063787M.tif,DP0411202409075828M.tif,available online only,,,,https://www.jcpenney.com/p/sparkle-allure-white-diamond-accent-129mm-bar-stud-earrings/ppr5008379433?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
Womens 1/10 CT. T.W. Natural White Diamond Sterling Silver Drop Earrings,ppr5008299211,,,189.57,189.57,270.82,270.82,SALE,False,False,,False,,"[{'name': 'Shop the Collection', 'priority': 1, 'urlParam': 'collection'}]",False,original,False,True,"['Features: Quick Ship', 'Diamond Clarity: I3', 'Earring Back: Lever Back', 'Setting: Prong', 'Shape: Linear']",0.0,0.0,SALE,False,False,29320680026,USD,more brands,,/p/womens-1-10-ct-tw-natural-white-diamond-sterling-silver-drop-earrings/ppr5008299211?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,293,True,151.65,151.65,STAYWARM,False,False,2023-07-17T16:56:13,DP0524202315040777M.tif,DP0524202315040880M.tif,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",,,https://www.jcpenney.com/p/womens-1-10-ct-tw-natural-white-diamond-sterling-silver-drop-earrings/ppr5008299211?pTmplType=regular&searchTerm=diamond+earrings&geoZip=55057,20251229,diamond earrings
