name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,customerFavourite,marketingLabel,bottomBadges,upperLeftBadge,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,fpacPriceMax,fpacPriceMin,fpacCoupon,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,videoId,channelMessage,ppShotType,product_url,date_scraped,search_term
OXO Mira 3-Ply Stainless Steel  4-pc. Sauce Pan Set,ppr5008290049,4.75,4.0,149.99,149.99,280.0,280.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 1.5 Qt. Saucepan(s) With Lid(s), 1 3.1 Qt. Saucepan(s) With Lid(s)', 'Features: Dishwasher Safe, Ptfe Free, Non-Stick, Pfoa Free', 'Cooktop Compatibility: Gas, Induction, Electric', 'Recommended Utensil Material: Wood, Nylon, Silicone']",46.0,46.0,SALE,False,False,78253250018,USD,oxo,"[{'colorName': 'Stainless Steel', 'swatchImageId': 'DP0919202207203344S.tif', 'colorizedImageId': 'DP0721202307144128M.tif', 'colorSeqNum': 1, 'skuId': '78253250018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0721202307144847M.tif', 'colorSeq': 0}, {'imgId': 'DP0721202307144744M.tif', 'colorSeq': 1}, {'imgId': 'DP0721202307144642M.tif', 'colorSeq': 2}]}]",/p/oxo-mira-3-ply-stainless-steel-4-pc-sauce-pan-set/ppr5008290049?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2022-09-21T15:03:35,DP0721202307144128M.tif,DP0721202307144847M.tif,,,,https://www.jcpenney.com/p/oxo-mira-3-ply-stainless-steel-4-pc-sauce-pan-set/ppr5008290049?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Black+Decker Cast Iron 5-qt Non-Stick Dutch Oven,ppr5008502776,,,109.99,109.99,147.0,147.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 5 Qt. Dutch Oven(s) With Lid(s)', 'Features: Non-Stick', 'Cooktop Compatibility: Induction', 'Manufacturer Warranty: 1 Year Limited']",0.0,0.0,SALE,False,False,78267460018,USD,black+decker,"[{'colorName': 'Bronze', 'swatchImageId': 'DP1211202409032962S.tif', 'colorizedImageId': 'DP1211202409032860M.tif', 'colorSeqNum': 1, 'skuId': '78267460018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1211202409032250M.tif', 'colorSeq': 0}, {'imgId': 'DP1211202409032758M.tif', 'colorSeq': 1}, {'imgId': 'DP1211202409032453M.tif', 'colorSeq': 2}]}]",/p/blackdecker-cast-iron-5-qt-non-stick-dutch-oven/ppr5008502776?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,98.99,98.99,SALEFORU,False,False,2024-12-11T22:02:16,DP1211202409032860M.tif,DP1211202409032250M.tif,,available online only,,https://www.jcpenney.com/p/blackdecker-cast-iron-5-qt-non-stick-dutch-oven/ppr5008502776?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Rachael Ray Create Delicious 3-qt. Non-Stick Sauce Pan with Lid,ppr5008183037,3.0,1.0,44.99,44.99,65.0,65.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 3 Qt. Saucepan(s) With Lid(s)', 'Features: Shatter Resistant Lid, Oven Safe, Non-Stick, Induction Safe, Dishwasher Safe, Straining Lid, Even Heating, Heat Resistant Handle, Stain Resistant', 'Cooktop Compatibility: Induction, Gas, Glass, Ceramic, Electric', 'Manufacturer Warranty: Lifetime Limited']",30.0,30.0,SALE,False,False,78248340018,USD,rachael ray,"[{'colorName': 'Gray Shimmer', 'swatchImageId': 'DP1109202115025045S.tif', 'colorizedImageId': 'DP1109202115025032M.tif', 'colorSeqNum': 1, 'skuId': '78248350018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1109202115025027M.tif', 'colorSeq': 0}, {'imgId': 'DP1109202115025036M.tif', 'colorSeq': 1}, {'imgId': 'DP1109202115025040M.tif', 'colorSeq': 2}]}, {'colorName': 'Teal Shimmer', 'swatchImageId': 'DP1109202115025019S.tif', 'colorizedImageId': 'DP1109202115025006M.tif', 'colorSeqNum': 2, 'skuId': '78248340018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1109202115025002M.tif', 'colorSeq': 0}, {'imgId': 'DP1109202115025011M.tif', 'colorSeq': 1}, {'imgId': 'DP1109202115025015M.tif', 'colorSeq': 2}]}]",/p/rachael-ray-create-delicious-3-qt-non-stick-sauce-pan-with-lid/ppr5008183037?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2022-08-23T21:02:49,DP1109202115025032M.tif,DP1109202115025027M.tif,,available online only,,https://www.jcpenney.com/p/rachael-ray-create-delicious-3-qt-non-stick-sauce-pan-with-lid/ppr5008183037?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Crock Pot Artisan Enameled 5 Quart Cast Iron Round Braiser Pan with Self Basting Lid,ppr5007695706,,,99.99,104.99,140.0,140.0,SALE,False,False,False,,,,False,original,False,True,"['Features: Even Heating, Stain Resistant', 'Recommended Utensil Material: Silicone, Wood', 'Care: Hand Wash', 'Material: Cast Iron', 'Country of Origin: Imported']",0.0,0.0,SALE,False,False,78238060018,USD,more brands,"[{'colorName': 'Red', 'swatchImageId': 'DP0306201809091538S.jpg', 'colorizedImageId': 'DP0301201811005951M.tif', 'colorSeqNum': 1, 'skuId': '78238060018', 'defaultSwatch': False}, {'colorName': 'Blue', 'swatchImageId': 'DP0306201809091488S.jpg', 'colorizedImageId': 'DP0301201811005851M.tif', 'colorSeqNum': 2, 'skuId': '78238050018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0301201811005901M.tif', 'colorSeq': 1}, {'imgId': 'DP0301201811005801M.tif', 'colorSeq': 2}]}]",/p/crock-pot-artisan-enameled-5-quart-cast-iron-round-braiser-pan-with-self-basting-lid/ppr5007695706?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,94.49,89.99,SALEFORU,False,False,2018-03-06T00:00:00,DP0301201811005951M.tif,DP0301201811005851M.tif,,available online only,,https://www.jcpenney.com/p/crock-pot-artisan-enameled-5-quart-cast-iron-round-braiser-pan-with-self-basting-lid/ppr5007695706?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Better Chef 7-pc. Non-Stick Cookware Set,ppr5007312924,,,65.99,65.99,88.0,88.0,SALE,False,False,False,,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['# Pieces In Set: 7', 'Features: Lead Free, Dishwasher Safe', 'Recommended Utensil Material: Wood, Silicone', 'Care: Dishwasher Safe', 'Material: Aluminum']",0.0,0.0,SALE,False,False,78227300018,USD,more brands,"[{'colorName': 'Red', 'swatchImageId': 'DP0803201717332946S.jpg', 'colorizedImageId': 'DP0727201717382924M.tif', 'colorSeqNum': 1, 'skuId': '78227300018', 'defaultSwatch': False}]",/p/better-chef-7-pc-non-stick-cookware-set/ppr5007312924?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,59.39,59.39,SALEFORU,False,False,2017-07-28T00:00:00,DP0727201717382924M.tif,,,available online only,,https://www.jcpenney.com/p/better-chef-7-pc-non-stick-cookware-set/ppr5007312924?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Taste of Home 8-qt. Non-Stick Aluminum Stock Pot with Lid,ppr5007928260,5.0,1.0,64.99,64.99,100.0,100.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 8 Qt. Stock Pot(s) With Lid(s)', 'Features: Non-Stick, Dishwasher Safe, Vented Lid, Oven Safe, Even Heating, Ergonomic Handle', 'Cooktop Compatibility: Gas, Electric, Ceramic, Glass', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Nylon, Wood, Silicone']",0.0,0.0,SALE,False,False,78229020026,USD,taste of home,"[{'colorName': 'Sea Green', 'swatchImageId': 'DP0927201917004781S.tif', 'colorizedImageId': 'DP0925201909025239M.tif', 'colorSeqNum': 1, 'skuId': '78229020026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0927201911005519M.tif', 'colorSeq': 0}, {'imgId': 'DP0925201909025236M.tif', 'colorSeq': 1}]}]",/p/taste-of-home-8-qt-non-stick-aluminum-stock-pot-with-lid/ppr5007928260?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,58.49,58.49,SALEFORU,False,False,2019-09-26T17:48:35,DP0925201909025239M.tif,DP0927201911005519M.tif,,,,https://www.jcpenney.com/p/taste-of-home-8-qt-non-stick-aluminum-stock-pot-with-lid/ppr5007928260?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Vasconia 5-qt. Jumbo Non-Stick Frying Pan,ppr5008438274,,,39.99,39.99,65.0,65.0,SALE,False,False,False,,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 5.5 Qt. Jumbo Cooker(s) With Lid(s)', 'Features: Even Heating, Dishwasher Safe, Non-Stick, Heat Resistant Handle', 'Cooktop Compatibility: Gas, Electric', 'Manufacturer Warranty: Lifetime Limited']",0.0,0.0,SALE,False,False,78263830018,USD,vasconia,"[{'colorName': 'Black', 'swatchImageId': 'DP0806202409043621S.tif', 'colorizedImageId': 'DP0806202409043316M.tif', 'colorSeqNum': 1, 'skuId': '78263830018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0806202409043418M.tif', 'colorSeq': 0}, {'imgId': 'DP0806202409043215M.tif', 'colorSeq': 1}, {'imgId': 'DP0806202409043520M.tif', 'colorSeq': 2}]}]",/p/vasconia-5-qt-jumbo-non-stick-frying-pan/ppr5008438274?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,35.99,35.99,SALEFORU,False,False,2024-06-13T22:02:40,DP0806202409043316M.tif,DP0806202409043418M.tif,,,,https://www.jcpenney.com/p/vasconia-5-qt-jumbo-non-stick-frying-pan/ppr5008438274?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Farberware Eco Advantage Ceramic 3-qt.Straining Saucepan with Lid,ppr5008264979,4.8824,51.0,32.99,32.99,70.0,70.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 3 Qt. Saucepan(s) With Lid(s)', 'Features: Non-Stick, Dishwasher Safe, Heat Resistant Handle, Ceramic Coating, Stain Resistant, Oven Safe', 'Cooktop Compatibility: Ceramic, Electric, Gas, Glass', 'Manufacturer Warranty: Lifetime Limited']",52.0,52.0,SALE,False,False,78252380018,USD,farberware,"[{'colorName': 'Gray', 'swatchImageId': 'DP0725202209101875S.tif', 'colorizedImageId': 'DP0725202209101768M.tif', 'colorSeqNum': 1, 'skuId': '78252380018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0725202209102200M.tif', 'colorSeq': 0}, {'imgId': 'DP0725202209102092M.tif', 'colorSeq': 1}, {'imgId': 'DP0725202209101986M.tif', 'colorSeq': 2}]}]",/p/farberware-eco-advantage-ceramic-3-qtstraining-saucepan-with-lid/ppr5008264979?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2022-07-25T22:02:48,DP0725202209101768M.tif,DP0725202209102200M.tif,,,,https://www.jcpenney.com/p/farberware-eco-advantage-ceramic-3-qtstraining-saucepan-with-lid/ppr5008264979?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
MegaChef Pre-Sesoned Cast Iron 2-In-1 Cookware Set,ppr5008489495,,,44.99,44.99,60.0,60.0,SALE,False,False,False,,,,False,original,False,True,"['Features: Oven Safe', 'Cooktop Compatibility: Gas, Glass, Electric, Ceramic, Induction', 'Manufacturer Warranty: 1 Year Limited', 'Maximum Temp (f): 500 Degrees F', 'Care: Hand Wash']",0.0,0.0,SALE,False,False,78290130018,USD,more brands,"[{'colorName': 'Black', 'swatchImageId': 'DP1021202413020713S.tif', 'colorizedImageId': 'DP1021202413020611M.tif', 'colorSeqNum': 1, 'skuId': '78290130018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1021202413020814M.tif', 'colorSeq': 0}, {'imgId': 'DP1021202413021017M.tif', 'colorSeq': 1}, {'imgId': 'DP1021202413021220M.tif', 'colorSeq': 2}]}]",/p/megachef-pre-sesoned-cast-iron-2-in-1-cookware-set/ppr5008489495?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,40.49,40.49,SALEFORU,False,False,2024-10-21T22:03:00,DP1021202413020611M.tif,DP1021202413020814M.tif,,available online only,,https://www.jcpenney.com/p/megachef-pre-sesoned-cast-iron-2-in-1-cookware-set/ppr5008489495?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
T-Fal Excite 5-qt. Covered Jumbo Saute Pan,ppr5008315209,4.5,4.0,49.99,49.99,67.0,67.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 5 Qt. Saute Pan(s) With Lid(s)', 'Features: Non-Stick, Oven Safe', 'Cooktop Compatibility: Electric, Ceramic, Gas', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Nylon']",0.0,0.0,SALE,False,False,78253920018,USD,t-fal,"[{'colorName': 'Blue', 'swatchImageId': 'DP1208202209310288S.tif', 'colorizedImageId': 'DP1208202209310185M.tif', 'colorSeqNum': 1, 'skuId': '78253920018', 'defaultSwatch': False}]",/p/t-fal-excite-5-qt-covered-jumbo-saute-pan/ppr5008315209?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,44.99,44.99,SALEFORU,False,False,2022-12-08T22:06:41,DP1208202209310185M.tif,,,,,https://www.jcpenney.com/p/t-fal-excite-5-qt-covered-jumbo-saute-pan/ppr5008315209?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Farberware Disney Monochrome Ceramic 8"" Non-Stick Frying Pan",ppr5008437564,4.771,131.0,21.99,21.99,27.0,27.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 8 Inch Fry Pan(s)', 'Features: Even Heating, Ceramic Coating, Oven Safe, Non-Stick, Heat Resistant Handle', 'Cooktop Compatibility: Gas, Electric, Ceramic, Glass', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Silicone, Wood']",18.0,18.0,SALE,False,False,78263590018,USD,farberware,"[{'colorName': 'Black', 'swatchImageId': 'DP0308202411142665S.tif', 'colorizedImageId': 'DP0308202411142562M.tif', 'colorSeqNum': 1, 'skuId': '78263590018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0507202407272498M.tif', 'colorSeq': 0}, {'imgId': 'DP0507202407272701M.tif', 'colorSeq': 1}, {'imgId': 'DP0507202407273007M.tif', 'colorSeq': 2}]}]",/p/farberware-disney-monochrome-ceramic-8-non-stick-frying-pan/ppr5008437564?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2024-03-08T22:04:56,DP0308202411142562M.tif,DP0507202407272498M.tif,7826359H_M_VA_BLACK,,,https://www.jcpenney.com/p/farberware-disney-monochrome-ceramic-8-non-stick-frying-pan/ppr5008437564?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Lodge Cookware Blacklock Triple Seasoned Cast Iron 10""X18"" Double Griddle",ppr5008440685,,,99.99,99.99,134.0,134.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 10x18 Inch Griddle(s)', 'Features: Even Heating, Oven Safe, Metal Utensil Safe, Induction Safe, Ergonomic Handle', 'Cooktop Compatibility: Glass, Gas, Ceramic, Induction, Electric', 'Manufacturer Warranty: Lifetime Limited', 'Maximum Temp (f): 600 Degrees F']",25.0,25.0,SALE,False,False,78263990018,USD,lodge cookware,"[{'colorName': 'Black', 'swatchImageId': 'DP0325202407212505S.tif', 'colorizedImageId': 'DP0325202407212299M.tif', 'colorSeqNum': 1, 'skuId': '78263990018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0325202407212402M.tif', 'colorSeq': 0}, {'imgId': 'DP0325202407212196M.tif', 'colorSeq': 1}, {'imgId': 'DP0325202407212608M.tif', 'colorSeq': 2}]}]",/p/lodge-cookware-blacklock-triple-seasoned-cast-iron-10x18-double-griddle/ppr5008440685?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2024-04-04T13:03:36,DP0325202407212299M.tif,DP0325202407212402M.tif,,,,https://www.jcpenney.com/p/lodge-cookware-blacklock-triple-seasoned-cast-iron-10x18-double-griddle/ppr5008440685?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Farberware Style 10"" Non-Stick Frying Pan",ppr5008386364,4.6186,97.0,21.99,21.99,40.0,40.0,SALE,False,False,False,,,,False,original,False,True,"['Included: 1 10 Inch Fry Pan(s)', 'Features: Oven Safe, Non-Stick, Heat Resistant Handle, Even Heating, Dishwasher Safe', 'Cooktop Compatibility: Gas, Electric, Ceramic, Glass', 'Manufacturer Warranty: Lifetime Limited', 'Maximum Temp (f): 500 Degrees F']",45.0,45.0,SALE,False,False,78260860018,USD,farberware,"[{'colorName': 'Yellow', 'swatchImageId': 'DP0810202311442961S.tif', 'colorizedImageId': 'DP0810202311442859M.tif', 'colorSeqNum': 1, 'skuId': '78260860018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0215202407042614M.tif', 'colorSeq': 0}, {'imgId': 'DP0810202311443786M.tif', 'colorSeq': 1}, {'imgId': 'DP0810202311443683M.tif', 'colorSeq': 2}]}, {'colorName': 'Blue', 'swatchImageId': 'DP0810202311443992S.tif', 'colorizedImageId': 'DP0810202311443889M.tif', 'colorSeqNum': 2, 'skuId': '78260870018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0215202407042716M.tif', 'colorSeq': 0}, {'imgId': 'DP0810202311444816M.tif', 'colorSeq': 1}, {'imgId': 'DP0810202311444713M.tif', 'colorSeq': 2}]}]",/p/farberware-style-10-non-stick-frying-pan/ppr5008386364?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-08-15T16:59:13,DP0810202311442859M.tif,DP0215202407042614M.tif,,,,https://www.jcpenney.com/p/farberware-style-10-non-stick-frying-pan/ppr5008386364?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
Anolon Advanced Home Hard Anodized 4.5-qt. Sauce Pan with Lid,ppr5008247423,4.8533,75.0,64.99,64.99,120.0,120.0,SALE,False,False,False,,,,False,original,False,True,"['# Pieces In Set: 2', 'Included: 1 4.5 Qt. Saucepan(s) With Lid(s)', 'Features: Heat Resistant Handle, Oven Safe, Shatter Resistant Lid, Even Heating, Hard Anodized, Non-Stick', 'Cooktop Compatibility: Ceramic, Glass, Electric, Gas', 'Manufacturer Warranty: Lifetime Limited']",45.0,45.0,SALE,False,False,78251610018,USD,anolon,"[{'colorName': 'Bronze', 'swatchImageId': 'DP0527202207031437S.tif', 'colorizedImageId': 'DP0527202207031435M.tif', 'colorSeqNum': 1, 'skuId': '78251600018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0622202217022696M.tif', 'colorSeq': 0}, {'imgId': 'DP0622202217022593M.tif', 'colorSeq': 1}, {'imgId': 'DP0622202217022490M.tif', 'colorSeq': 2}]}, {'colorName': 'Moonstone', 'swatchImageId': 'DP0527202207031450S.tif', 'colorizedImageId': 'DP0527202207031448M.tif', 'colorSeqNum': 2, 'skuId': '78251610018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0626202213014203M.tif', 'colorSeq': 0}, {'imgId': 'DP0626202213014100M.tif', 'colorSeq': 1}, {'imgId': 'DP0626202213013997M.tif', 'colorSeq': 2}]}]",/p/anolon-advanced-home-hard-anodized-45-qt-sauce-pan-with-lid/ppr5008247423?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2022-05-27T22:02:37,DP0527202207031435M.tif,DP0622202217022696M.tif,,,,https://www.jcpenney.com/p/anolon-advanced-home-hard-anodized-45-qt-sauce-pan-with-lid/ppr5008247423?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Anolon Advanced Home Hard Anodized 14.5""  Skillet with Helper Handle",ppr5008247412,4.4,60.0,79.99,79.99,140.0,140.0,SALE,False,False,False,,,,False,original,False,True,"['Features: Non-Stick, Even Heating, Oven Safe, Hard Anodized, Ergonomic Handle, Heat Resistant Handle', 'Cooktop Compatibility: Gas, Ceramic, Glass, Electric', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Wood, Nylon, Silicone', 'Maximum Temp (f): 400 Degrees F']",42.0,42.0,SALE,False,False,78251500018,USD,anolon,"[{'colorName': 'Bronze', 'swatchImageId': 'DP0527202207031334S.tif', 'colorizedImageId': 'DP0527202207031332M.tif', 'colorSeqNum': 1, 'skuId': '78251490018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0622202215071790M.tif', 'colorSeq': 0}, {'imgId': 'DP0622202215071687M.tif', 'colorSeq': 1}, {'imgId': 'DP0622202215071584M.tif', 'colorSeq': 2}]}, {'colorName': 'Moonstone', 'swatchImageId': 'DP0527202207031321S.tif', 'colorizedImageId': 'DP0527202207031320M.tif', 'colorSeqNum': 2, 'skuId': '78251480018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0622202215071171M.tif', 'colorSeq': 0}, {'imgId': 'DP0622202215071068M.tif', 'colorSeq': 1}, {'imgId': 'DP0622202215070965M.tif', 'colorSeq': 2}]}, {'colorName': 'Onyx', 'swatchImageId': 'DP0527202207031345S.tif', 'colorizedImageId': 'DP0530202207023533M.tif', 'colorSeqNum': 3, 'skuId': '78251500018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0626202213013587M.tif', 'colorSeq': 0}, {'imgId': 'DP0626202213013484M.tif', 'colorSeq': 1}, {'imgId': 'DP0626202213013381M.tif', 'colorSeq': 2}]}]",/p/anolon-advanced-home-hard-anodized-145-skillet-with-helper-handle/ppr5008247412?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2022-05-27T22:02:35,DP0527202207031332M.tif,DP0622202215071790M.tif,7825149A_V_VA_BRONZE,,,https://www.jcpenney.com/p/anolon-advanced-home-hard-anodized-145-skillet-with-helper-handle/ppr5008247412?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
OXO Stainless Steel 3.57-qt. Chef's Pan with Lid,ppr5008379469,,,99.99,99.99,190.0,190.0,SALE,False,False,False,,,,False,original,False,True,"['Features: Even Heating, Dishwasher Safe', 'Cooktop Compatibility: Ceramic, Glass, Gas, Electric', 'Recommended Utensil Material: Wood, Nylon, Silicone', 'Maximum Temp (f): 600 Degrees F', 'Care: Dishwasher Safe']",47.0,47.0,SALE,False,False,78258560018,USD,oxo,"[{'colorName': 'Stainless Steel', 'swatchImageId': 'DP0804202307210378S.tif', 'colorizedImageId': 'DP1027202313005576M.tif', 'colorSeqNum': 1, 'skuId': '78258560018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1027202313010194M.tif', 'colorSeq': 0}, {'imgId': 'DP1027202313010092M.tif', 'colorSeq': 1}, {'imgId': 'DP1027202313005989M.tif', 'colorSeq': 2}]}]",/p/oxo-stainless-steel-357-qt-chefs-pan-with-lid/ppr5008379469?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2023-07-21T22:02:58,DP1027202313005576M.tif,DP1027202313010194M.tif,,,,https://www.jcpenney.com/p/oxo-stainless-steel-357-qt-chefs-pan-with-lid/ppr5008379469?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
"Cuisinart Cast Iron 9.25"" Grill Pan",ppr5008072748,4.1,10.0,49.99,49.99,80.0,80.0,SALE,False,False,False,,,,False,original,False,True,"['Features: Oven Safe, Broiler Safe, Dishwasher Safe, Even Heating, Induction Safe', 'Cooktop Compatibility: Induction, Electric, Gas, Ceramic, Glass', 'Manufacturer Warranty: Lifetime Limited', 'Recommended Utensil Material: Metal, Wood, Nylon, Silicone', 'Maximum Temp (f): 550 Degrees F']",37.0,37.0,SALE,False,False,78203630018,USD,cuisinart,"[{'colorName': 'Red', 'swatchImageId': 'DP0804202109013160S.tif', 'colorizedImageId': 'DP0804202109013156M.tif', 'colorSeqNum': 1, 'skuId': '78203630018', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0804202109013164M.tif', 'colorSeq': 0}]}]",/p/cuisinart-cast-iron-925-grill-pan/ppr5008072748?pTmplType=regular&searchTerm=cookware&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,782,True,,,,False,False,2025-04-07T13:53:38,DP0804202109013156M.tif,DP0804202109013164M.tif,,,,https://www.jcpenney.com/p/cuisinart-cast-iron-925-grill-pan/ppr5008072748?pTmplType=regular&searchTerm=cookware&geoZip=55057,20251228,cookware
