name,ppId,averageRating,reviewCount,currentMin,currentMax,originalMin,originalMax,priceType,preOrder,boostedPP,customerFavourite,marketingLabel,upperLeftBadge,mapPrice,originalPriceLabel,sephoraIn,showComparison,bulletedCopyAttrs,minSavePrice,maxSavePrice,currentPriceLabel,truckItemIn,ecoRebate,skuId,currencyCode,brand,skuSwatch,pdpUrl,availabilityStatus,bundleStatusBadge,subDivision,enableMiniPDP,fpacPriceMax,fpacPriceMin,fpacCoupon,bundleIndicator,appendSKUId,firstActivationDate,imagesInfo.thumbnailImageId,imagesInfo.altThumbnailImageId,bottomBadges,videoId,channelMessage,promotionMessages,ppShotType,product_url,date_scraped,search_term
Stafford Mens Lightweight Overcoat,ppr5008463329,,,79.99,79.99,140.0,140.0,SALE,False,False,False,,"[{'name': 'Only at JCP', 'priority': 1, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Closure Type: Button', 'Fit: Regular Fit', 'Pocket Types: 2 Front Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Lightweight']",0.0,0.0,SALE,False,False,63403940067,USD,stafford,"[{'colorName': 'Navy', 'swatchImageId': 'DP1017202411275608S.tif', 'colorizedImageId': 'DP1017202411275405M.tif', 'colorSeqNum': 1, 'skuId': '63403940067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1017202411275303M.tif', 'colorSeq': 0}, {'imgId': 'DP1017202411275506M.tif', 'colorSeq': 1}]}]",/p/stafford-mens-lightweight-overcoat/ppr5008463329?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,634,True,55.99,55.99,YULETIDE,False,False,2024-12-08T02:06:24,DP1017202411275405M.tif,DP1017202411275303M.tif,,,,,,https://www.jcpenney.com/p/stafford-mens-lightweight-overcoat/ppr5008463329?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Levi's® Mens Hooded Midweight Big and Tall Utility Jacket,ppr5008515221,,,96.0,96.0,160.0,160.0,SALE,False,False,False,,,False,original,False,True,"['Features: Wind Resistant, Hooded, Sherpa Lined', 'Closure Type: Snap & Zipper', 'Pocket Types: 1 Inside Slip Pocket(s), 2 Chest Snap Pocket(s), 2 Front Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",40.0,40.0,SALE,False,False,26210030042,USD,levi's,"[{'colorName': 'Camouflage', 'swatchImageId': 'DP0801202511021357S.tif', 'colorizedImageId': 'DP0801202511021252M.tif', 'colorSeqNum': 1, 'skuId': '26210030042', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0801202511021984M.tif', 'colorSeq': 0}, {'imgId': 'DP0801202511021671M.tif', 'colorSeq': 1}, {'imgId': 'DP0801202511021462M.tif', 'colorSeq': 2}]}]",/p/levis-mens-hooded-midweight-big-and-tall-utility-jacket/ppr5008515221?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,262,True,,,,False,False,2025-08-01T22:03:39,DP0801202511021252M.tif,DP0801202511021984M.tif,,,available online only,,,https://www.jcpenney.com/p/levis-mens-hooded-midweight-big-and-tall-utility-jacket/ppr5008515221?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
St. John's Bay Brushed Quilted Mens Heavyweight Plus Quilted Vest,ppr5008505209,,,34.99,34.99,64.0,64.0,SALE,False,False,False,,"[{'name': 'Only at JCP', 'priority': 1, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Closure Type: Zipper, Snap', 'Neckline: Collar Neck', 'Pocket Types: 2 Front Snap Pocket(s), 1 Chest Slip Pocket(s)', 'Warmth Factor: Heavyweight', 'Apparel Length: 27 Inches']",0.0,0.0,SALE,False,False,58142840091,USD,st. john's bay,"[{'colorName': 'Sig Navy', 'swatchImageId': 'DP0617202515014090S.tif', 'colorizedImageId': 'DP0617202515013880M.tif', 'colorSeqNum': 1, 'skuId': '58142840091', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0617202515013985M.tif', 'colorSeq': 0}, {'imgId': 'DP0617202515013776M.tif', 'colorSeq': 1}]}]",/p/st-johns-bay-brushed-quilted-mens-heavyweight-plus-quilted-vest/ppr5008505209?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,581,True,24.49,24.49,YULETIDE,False,False,2025-09-11T14:17:59,DP0617202515013880M.tif,DP0617202515013985M.tif,,,available online only,,,https://www.jcpenney.com/p/st-johns-bay-brushed-quilted-mens-heavyweight-plus-quilted-vest/ppr5008505209?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
St. John's Bay Mens Hooded Water Resistant Midweight Puffer Jacket,ppr5008505641,5.0,1.0,44.99,44.99,120.0,120.0,SALE,False,False,False,GOTTA HAVE IT PRICE!,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}, {'name': 'Only at JCP', 'priority': 2, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Features: Water Resistant, Wind Resistant, Lined, Hooded', 'Closure Type: Hook & Loop Tape, Snap, Zipper', 'Neckline: Hooded Neck', 'Pocket Types: 2 Side Slip Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,51870330471,USD,st. john's bay,"[{'colorName': 'Rich Avocado', 'swatchImageId': 'DP0902202509020544S.tif', 'colorizedImageId': 'DP0902202509020126M.tif', 'colorSeqNum': 1, 'skuId': '51870330471', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0902202509020335M.tif', 'colorSeq': 0}, {'imgId': 'DP0902202509015916M.tif', 'colorSeq': 1}]}, {'colorName': 'American Navy', 'swatchImageId': 'DP0902202509020440S.tif', 'colorizedImageId': 'DP0902202509020021M.tif', 'colorSeqNum': 2, 'skuId': '51870330273', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0902202509020230M.tif', 'colorSeq': 0}, {'imgId': 'DP0902202509015812M.tif', 'colorSeq': 1}]}]",/p/st-johns-bay-mens-hooded-water-resistant-midweight-puffer-jacket/ppr5008505641?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,31.49,31.49,YULETIDE,False,False,2025-07-14T08:44:16,DP0902202509020126M.tif,DP0902202509020335M.tif,,,,,,https://www.jcpenney.com/p/st-johns-bay-mens-hooded-water-resistant-midweight-puffer-jacket/ppr5008505641?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
mutual weave Mens Shirt Jacket,ppr5008535950,4.6667,9.0,69.99,69.99,78.0,78.0,SALE,False,False,False,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}]",False,original,False,True,"['Closure Type: Button', 'Fit: Regular Fit', 'Pocket Types: 2 Chest Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Apparel Length: 29 Inches']",0.0,0.0,SALE,False,False,54603400067,USD,mutual weave,"[{'colorName': 'Multi Buffalo', 'swatchImageId': 'DP0819202513042964S.tif', 'colorizedImageId': 'DP0819202513042545M.tif', 'colorSeqNum': 1, 'skuId': '54603400265', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0819202513042754M.tif', 'colorSeq': 0}, {'imgId': 'DP0819202513042337M.tif', 'colorSeq': 1}]}, {'colorName': 'Navy Ivory Check', 'swatchImageId': 'DP0819202513043068S.tif', 'colorizedImageId': 'DP0819202513042650M.tif', 'colorSeqNum': 2, 'skuId': '54603400067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0819202513042859M.tif', 'colorSeq': 0}, {'imgId': 'DP0819202513042440M.tif', 'colorSeq': 1}]}]",/p/mutual-weave-mens-shirt-jacket/ppr5008535950?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,546,True,48.99,48.99,YULETIDE,False,False,2025-10-15T21:49:44,DP0819202513042545M.tif,DP0819202513042754M.tif,,,,,,https://www.jcpenney.com/p/mutual-weave-mens-shirt-jacket/ppr5008535950?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
J. Ferrar Mens Midweight Topcoat Coat,ppr5008507042,,,110.0,110.0,220.0,220.0,SALE,False,False,False,,,False,original,False,True,"['Closure Type: Button', 'Fit: Regular Fit', 'Pocket Types: 1 Chest Slip Pocket(s), 2 Front Slip Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Midweight']",0.0,0.0,SALE,False,False,55401590067,USD,j. ferrar,"[{'colorName': 'Blk Wht Twill', 'swatchImageId': 'DP0827202509042201S.tif', 'colorizedImageId': 'DP0827202509041993M.tif', 'colorSeqNum': 1, 'skuId': '55401590067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0827202509042097M.tif', 'colorSeq': 0}, {'imgId': 'DP0827202509041889M.tif', 'colorSeq': 1}]}]",/p/j-ferrar-mens-midweight-topcoat-coat/ppr5008507042?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,554,True,77.0,77.0,YULETIDE,False,False,2025-08-22T13:25:10,DP0827202509041993M.tif,DP0827202509042097M.tif,,,,,,https://www.jcpenney.com/p/j-ferrar-mens-midweight-topcoat-coat/ppr5008507042?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Levi's® Mens Midweight Big and Tall Shirt Jacket,ppr5008571655,,,79.99,79.99,140.0,140.0,SALE,False,False,False,,,False,original,False,True,"['Features: Wind Resistant', 'Closure Type: Zipper', 'Fit: Regular Fit', 'Neckline: Collar Neck', 'Pocket Types: 1 Inside Cell Phone Pocket(s), 2 Chest Snap Pocket(s)']",42.0,42.0,SALE,False,False,58316520026,USD,levi's,"[{'colorName': 'Green Ombre Plaid', 'swatchImageId': 'DP0723202513031263S.tif', 'colorizedImageId': 'DP0723202513031158M.tif', 'colorSeqNum': 1, 'skuId': '58316520026', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0723202513031895M.tif', 'colorSeq': 0}, {'imgId': 'DP0723202513031581M.tif', 'colorSeq': 1}, {'imgId': 'DP0723202513031368M.tif', 'colorSeq': 2}]}]",/p/levis-mens-midweight-big-and-tall-shirt-jacket/ppr5008571655?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,583,True,,,,False,False,2025-08-19T10:25:21,DP0723202513031158M.tif,DP0723202513031895M.tif,,,available online only,,,https://www.jcpenney.com/p/levis-mens-midweight-big-and-tall-shirt-jacket/ppr5008571655?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Smiths Workwear Sherpa Flannel Mens Midweight Big and Tall Shirt Jacket,ppr5008384985,5.0,2.0,89.6,89.6,128.0,128.0,SALE,False,False,False,,,False,original,False,True,"['Arc Rating Type: Not_applicable', 'Features: Lined', 'Arc Thermal Performance Value (atpv): Not_applicable', 'Closure Type: Button', 'Fit: Regular Fit']",0.0,0.0,SALE,False,False,54513961032,USD,smiths workwear,"[{'colorName': 'White Black', 'swatchImageId': 'DP0823202307192663S.tif', 'colorizedImageId': 'DP0823202307192457M.tif', 'colorSeqNum': 1, 'skuId': '54513961032', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0823202307193075M.tif', 'colorSeq': 0}, {'imgId': 'DP0823202307192868M.tif', 'colorSeq': 1}, {'imgId': 'DP0823202307194515M.tif', 'colorSeq': 2}]}, {'colorName': 'Olive Black', 'swatchImageId': 'DP0821202307120494S.tif', 'colorizedImageId': 'DP0821202307115875M.tif', 'colorSeqNum': 5, 'skuId': '54513960638', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0821202307121732M.tif', 'colorSeq': 0}, {'imgId': 'DP0821202307121113M.tif', 'colorSeq': 1}, {'imgId': 'DP0821202307125543M.tif', 'colorSeq': 2}]}, {'colorName': 'Red Black', 'swatchImageId': 'DP0821202307120597S.tif', 'colorizedImageId': 'DP0821202307115978M.tif', 'colorSeqNum': 6, 'skuId': '54513960836', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0821202307121835M.tif', 'colorSeq': 0}, {'imgId': 'DP0821202307121216M.tif', 'colorSeq': 1}, {'imgId': 'DP0821202307125646M.tif', 'colorSeq': 2}]}, {'colorName': 'Steel Blue', 'swatchImageId': 'DP0821202307120700S.tif', 'colorizedImageId': 'DP0821202307120081M.tif', 'colorSeqNum': 7, 'skuId': '54513961230', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0821202307121938M.tif', 'colorSeq': 0}, {'imgId': 'DP0821202307121320M.tif', 'colorSeq': 1}, {'imgId': 'DP0821202307125749M.tif', 'colorSeq': 2}]}]",/p/smiths-workwear-sherpa-flannel-mens-midweight-big-and-tall-shirt-jacket/ppr5008384985?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,545,True,62.72,62.72,YULETIDE,False,False,2023-09-26T19:03:35,DP0823202307192457M.tif,DP0823202307193075M.tif,,,available online only,,,https://www.jcpenney.com/p/smiths-workwear-sherpa-flannel-mens-midweight-big-and-tall-shirt-jacket/ppr5008384985?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
mutual weave Mens Denim Jacket,ppr5008534556,,,44.99,44.99,54.0,54.0,SALE,False,False,False,,,False,original,False,True,"['Closure Type: Button', 'Fit: Boxy Fit', 'Neckline: Collar Neck', 'Pocket Types: 2 Chest Button Pocket(s)', 'Sleeve Length: Long Sleeve']",0.0,0.0,SALE,False,False,54603330067,USD,mutual weave,"[{'colorName': 'Indigo Dk Tint Ii', 'swatchImageId': 'DP0820202515012663S.tif', 'colorizedImageId': 'DP0820202515012453M.tif', 'colorSeqNum': 1, 'skuId': '54603330067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0820202515012558M.tif', 'colorSeq': 0}, {'imgId': 'DP0820202515012349M.tif', 'colorSeq': 1}]}]",/p/mutual-weave-mens-denim-jacket/ppr5008534556?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': '<span>FREE</span> Same Day Pickup', 'icon': 'check', 'findAStore': True}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,546,True,31.49,31.49,YULETIDE,False,False,2025-09-29T08:44:06,DP0820202515012453M.tif,DP0820202515012558M.tif,,,,,,https://www.jcpenney.com/p/mutual-weave-mens-denim-jacket/ppr5008534556?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Smiths Workwear Sherpa Lined Sweater Mens Midweight Fleece Vest,ppr5008166471,,,56.7,56.7,81.0,81.0,SALE,False,False,False,,,False,original,False,True,"['Features: Lined', 'Closure Type: Zipper', 'Industry: Construction', 'Nfpa 2112: Flame-Resistance: No', 'Pocket Types: 1 Chest Zip Pocket(s), 2 Front Zip Pocket(s)']",0.0,0.0,SALE,False,False,54501630117,USD,smiths workwear,"[{'colorName': 'Heather Grey', 'swatchImageId': 'DP1018202107030550S.tif', 'colorizedImageId': 'DP1018202107030537M.tif', 'colorSeqNum': 1, 'skuId': '54501630117', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1018202107030563M.tif', 'colorSeq': 0}, {'imgId': 'DP1018202107030576M.tif', 'colorSeq': 1}, {'imgId': 'DP1018202107030585M.tif', 'colorSeq': 2}]}]",/p/smiths-workwear-sherpa-lined-sweater-mens-midweight-fleece-vest/ppr5008166471?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,545,True,39.69,39.69,YULETIDE,False,False,2021-11-05T19:03:06,DP1018202107030537M.tif,DP1018202107030563M.tif,,,available online only,,,https://www.jcpenney.com/p/smiths-workwear-sherpa-lined-sweater-mens-midweight-fleece-vest/ppr5008166471?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
adidas Tricot Mens Lightweight Track Jacket,ppr5008494787,,,29.99,29.99,60.0,60.0,CLEARANCE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Closure Type: Zipper', 'Fit: Regular Fit', 'Neckline: Mock Neck', 'Pocket Types: 2 Side Slip Pocket(s)', 'Sleeve Length: Long Sleeve']",50.0,50.0,CLEARANCE,False,False,57701680091,USD,adidas,"[{'colorName': 'Dark Blue White', 'swatchImageId': 'DP0311202507114688S.tif', 'colorizedImageId': 'DP0311202507114479M.tif', 'colorSeqNum': 1, 'skuId': '57701680091', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0311202507114793M.tif', 'colorSeq': 0}, {'imgId': 'DP0311202507114374M.tif', 'colorSeq': 1}, {'imgId': 'DP0311202507114583M.tif', 'colorSeq': 2}]}]",/p/adidas-tricot-mens-lightweight-track-jacket/ppr5008494787?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,577,True,,,,False,False,2025-06-18T07:51:03,DP0311202507114479M.tif,DP0311202507114793M.tif,"[{'name': 'Shop the Collection', 'priority': 1, 'urlParam': 'collection'}]",,,,,https://www.jcpenney.com/p/adidas-tricot-mens-lightweight-track-jacket/ppr5008494787?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Nike Club Mens Fleece Lightweight Jacket,ppr5008527730,4.4444,9.0,86.25,86.25,115.0,115.0,SALE,False,False,False,,"[{'name': 'NEW', 'priority': 1, 'urlParam': 'new'}]",False,original,False,True,"['Closure Type: Pullover Head, Zipper', 'Fit: Relaxed Fit', 'Neckline: Mock Neck', 'Pocket Types: 2 Side Zip Pocket(s)', 'Sleeve Length: Long Sleeve']",25.0,25.0,SALE,False,False,57690400695,USD,nike,"[{'colorName': 'Dk Red Orange', 'swatchImageId': 'DP0610202507323562S.tif', 'colorizedImageId': 'DP0610202507323458M.tif', 'colorSeqNum': 1, 'skuId': '57690400463', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0610202507323353M.tif', 'colorSeq': 0}, {'imgId': 'DP0610202507323248M.tif', 'colorSeq': 1}]}]",/p/nike-club-mens-fleece-lightweight-jacket/ppr5008527730?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,576,True,,,,False,False,2025-11-05T21:54:40,DP0610202507323458M.tif,DP0610202507323353M.tif,"[{'name': 'Shop the Collection', 'priority': 1, 'urlParam': 'collection'}]",,,,,https://www.jcpenney.com/p/nike-club-mens-fleece-lightweight-jacket/ppr5008527730?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Victory Mens Fleece Hooded Midweight Jacket,ppr5008493822,5.0,1.0,62.4,62.4,78.0,78.0,SALE,False,False,False,,"[{'name': 'Few Left', 'priority': 1, 'urlParam': 'fewleft'}]",False,original,False,True,"['Features: Hooded', 'Closure Type: Zipper', 'Fit: Regular Fit', 'Neckline: Hooded Neck', 'Pocket Types: 2 Front Slip Pocket(s)']",0.0,0.0,SALE,False,False,51805370067,USD,more brands,"[{'colorName': 'Camouflage', 'swatchImageId': 'DP0824202107040762S.tif', 'colorizedImageId': 'DP0824202107040754M.tif', 'colorSeqNum': 1, 'skuId': '51805370067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0824202107040745M.tif', 'colorSeq': 0}]}, {'colorName': 'Olive', 'swatchImageId': 'DP1101202413003923S.tif', 'colorizedImageId': 'DP1101202413003109M.tif', 'colorSeqNum': 5, 'skuId': '51805370679', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1101202413002701M.tif', 'colorSeq': 0}, {'imgId': 'DP1101202413003516M.tif', 'colorSeq': 2}, {'imgId': 'DP1101202413002293M.tif', 'colorSeq': 3}]}]",/p/victory-mens-fleece-hooded-midweight-jacket/ppr5008493822?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,43.68,43.68,YULETIDE,False,False,2024-10-30T16:02:00,DP0824202107040754M.tif,DP0824202107040745M.tif,,,available online only,,,https://www.jcpenney.com/p/victory-mens-fleece-hooded-midweight-jacket/ppr5008493822?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Xersion Mens Mock Neck Long Sleeve Active Quarter-Zip Pullover,ppr5008194571,4.619,21.0,14.99,14.99,37.0,37.0,CLEARANCE,False,False,False,,"[{'name': 'Only at JCP', 'priority': 1, 'urlParam': 'onlyatjcp'}]",False,original,False,True,"['Features: Moisture Wicking, Quick Dry, Cooling', 'Closure Type: Zipper', 'Fit: Regular Fit', 'Neckline: High Neck', 'Pocket Types: 2 Front Slip Pocket(s)']",59.0,59.0,CLEARANCE,False,False,57806540067,USD,xersion,"[{'colorName': 'Signature Navy', 'swatchImageId': 'DP0505202209004571S.tif', 'colorizedImageId': 'DP0505202209004571M.tif', 'colorSeqNum': 1, 'skuId': '57806550067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0505202209004569M.tif', 'colorSeq': 0}]}, {'colorName': 'White', 'swatchImageId': 'DP0607202215023340S.tif', 'colorizedImageId': 'DP0607202215023237M.tif', 'colorSeqNum': 2, 'skuId': '57806520109', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0607202215023135M.tif', 'colorSeq': 0}, {'imgId': 'DP1123202215083458M.tif', 'colorSeq': 1}]}, {'colorName': 'Highland Gray', 'swatchImageId': 'DP0505202209004568S.tif', 'colorizedImageId': 'DP0505202209004566M.tif', 'colorSeqNum': 3, 'skuId': '57806540067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0505202209004565M.tif', 'colorSeq': 0}]}, {'colorName': 'Black', 'swatchImageId': 'DP0505202209004563S.tif', 'colorizedImageId': 'DP0505202209004562M.tif', 'colorSeqNum': 4, 'skuId': '57806530067', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0505202209004560M.tif', 'colorSeq': 0}]}]",/p/xersion-mens-mock-neck-long-sleeve-active-quarter-zip-pullover/ppr5008194571?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,578,True,,,,False,False,2022-07-11T11:00:13,DP0505202209004571M.tif,DP0505202209004569M.tif,,,,,,https://www.jcpenney.com/p/xersion-mens-mock-neck-long-sleeve-active-quarter-zip-pullover/ppr5008194571?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Smiths Workwear Double Insulated Channel Mens Midweight Puffer Vest,ppr5007358829,3.0,2.0,47.6,47.6,68.0,68.0,SALE,False,False,False,,,False,original,False,True,"['Arc Rating Type: Not_applicable', 'Features: Interior Pockets', 'Closure Type: Zipper', 'Pocket Types: 2 Side Slip Pocket(s)', 'Warmth Factor: Midweight']",0.0,0.0,SALE,False,False,54540660075,USD,smiths workwear,"[{'colorName': 'Acorn', 'swatchImageId': 'DP1105202411213825S.tif', 'colorizedImageId': 'DP1105202411213622M.tif', 'colorSeqNum': 1, 'skuId': '54540660075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP1105202411213417M.tif', 'colorSeq': 1}, {'imgId': 'DP1105202411213723M.tif', 'colorSeq': 2}, {'imgId': 'DP1105202411214028M.tif', 'colorSeq': 3}]}, {'colorName': 'Coal Dust', 'swatchImageId': 'DP1228201720130169S.jpg', 'colorizedImageId': 'DP1002201718314543M.tif', 'colorSeqNum': 3, 'skuId': '54540660471', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0116202307154662M.tif', 'colorSeq': 1}]}, {'colorName': 'Dark Olive', 'swatchImageId': 'DP1228201720130219S.jpg', 'colorizedImageId': 'DP1103201715283044M.tif', 'colorSeqNum': 4, 'skuId': '54540660679', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0116202307154971M.tif', 'colorSeq': 2}]}]",/p/smiths-workwear-double-insulated-channel-mens-midweight-puffer-vest/ppr5007358829?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Unavailable for Pickup', 'icon': 'cross'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,545,True,33.32,33.32,YULETIDE,False,False,2017-09-21T00:00:00,DP1105202411213622M.tif,DP1105202411213417M.tif,,,,,,https://www.jcpenney.com/p/smiths-workwear-double-insulated-channel-mens-midweight-puffer-vest/ppr5007358829?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
Victory 1/4 Zip Mens Fleece Lightweight Jacket,ppr5008454379,,,63.99,63.99,79.99,79.99,SALE,False,False,False,,,False,original,False,True,"['Closure Type: Zipper', 'Fit: Regular Fit', 'Pocket Types: 2 Front Slip Pocket(s), 1 Front Kangaroo Pocket(s)', 'Sleeve Length: Long Sleeve', 'Warmth Factor: Lightweight']",0.0,0.0,SALE,False,False,51850060075,USD,more brands,"[{'colorName': 'Khaki', 'swatchImageId': 'DP0712202415031873S.tif', 'colorizedImageId': 'DP0712202415031670M.tif', 'colorSeqNum': 1, 'skuId': '51850060075', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0712202415031568M.tif', 'colorSeq': 0}, {'imgId': 'DP0712202415031771M.tif', 'colorSeq': 1}]}, {'colorName': 'Charcoal', 'swatchImageId': 'DP0709202409030688S.tif', 'colorizedImageId': 'DP0709202409030484M.tif', 'colorSeqNum': 2, 'skuId': '51850060273', 'defaultSwatch': False, 'skuAltImages': [{'imgId': 'DP0709202409030382M.tif', 'colorSeq': 0}, {'imgId': 'DP0709202409030586M.tif', 'colorSeq': 1}]}]",/p/victory-1-4-zip-mens-fleece-lightweight-jacket/ppr5008454379?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,"[{'message': 'Online Only', 'icon': 'mouse'}, {'message': 'Available for Shipping', 'icon': 'check'}]",False,518,True,44.79,44.79,YULETIDE,False,False,2024-09-10T15:04:00,DP0712202415031670M.tif,DP0712202415031568M.tif,,,available online only,,,https://www.jcpenney.com/p/victory-1-4-zip-mens-fleece-lightweight-jacket/ppr5008454379?pTmplType=regular&searchTerm=men%27s+outerwear&geoZip=55057,20251224,men's outerwear
